cell_line,agent,GR_AOC,GRmax,GR50
MDAMB134,Torin2,0.8242,-0.87154,0.006243199999999999
MDAMB134,Everolimus,1.0656,-0.13014,0.00023281
MDAMB134,INK128/MLN0128,1.1128,-0.7711100000000001,0.0039524
MDAMB134,PF-4708671,-0.029763,0.72621,12.0577
MDAMB134,Buparlisib/NVP-BKM120,0.51035,-0.69281,0.26339
MDAMB134,Pictilisib/GDC0941,0.15377000000000002,-0.07569,3.3709
MDAMB134,Ceritinib/LDK378,0.62158,-0.97956,0.15953
MDAMB134,Neratinib/HKI272,0.065502,0.020061,1.1938
MDAMB134,Tivantinib/ARQ197,0.47349,-0.26606,0.20258
MDAMB134,Cediranib/AZD2171,0.10513,-0.99225,3.9973
MDAMB134,Cabozantinib,-0.017762,0.58726,10.5219
MDAMB157,Abemaciclib/LY2835219,0.2595,-0.57676,1.9734
MDAMB157,Palbociclib/PD0332991,-0.00087827,0.96786,inf
MDAMB157,AZD7762,0.87877,-0.70598,0.02205
MDAMB157,Volasertib/BI6727,0.80992,-0.5803699999999999,0.0072923
MDAMB157,Dinaciclib/SCH727965,0.72522,-0.8343,0.018976
MDAMB157,Cisplatin,0.11122,0.21309,5.7154
MDAMB157,Doxorubicin,0.93229,-0.7305,0.003598300000000001
MDAMB157,Paclitaxel,0.77669,-0.507,0.0035077
MDAMB157,Topotecan,1.0619,-0.72617,0.006337300000000001
MDAMB157,Etoposide,0.59807,-0.41304,0.11782
MDAMB157,Dasatinib,0.50708,0.095479,0.065103
MDAMB157,Trametinib/GSK1120212,0.28806,0.41756,0.14315999999999998
MDAMB157,Saracatinib/AZD0530,0.17723,0.35817,4.9744
MDAMB157,ABT-737,0.038601,0.2837,7.3389
MDAMB157,Vorinostat,0.29466,-0.38451,1.1178
MDAMB157,Luminespib/NVP-AUY922,0.58537,-0.01571,0.0047029
MDAMB157,A-1210477,0.006781699999999999,0.79023,13.045
MDAMB157,Olaparib/AZD2281,0.10816,0.17690999999999998,5.6032
MDAMB157,Bleomycin,0.26314,-0.23198,1.5035
MDAMB157,Ipatasertib/GDC0068,0.07720199999999999,0.60202,17.4077
MDAMB157,Alpelisib/BYL719,0.10567,0.5019600000000001,10.3991
MDAMB157,Taselisib/GDC0032,0.32608000000000004,0.23587,1.6594
MDAMB157,TGX221,0.0009725,0.82736,inf
MDAMB157,Torin2,0.40097,-0.19287,0.035115
MDAMB157,Everolimus,0.40457,0.46637,5.7533
MDAMB157,INK128/MLN0128,0.5111899999999999,-0.019914,0.031389
MDAMB157,PF-4708671,0.1278,0.11426,3.769
MDAMB157,Buparlisib/NVP-BKM120,0.26742,-0.53262,1.4904
MDAMB157,Pictilisib/GDC0941,0.25382,0.19968,2.1485
MDAMB157,Ceritinib/LDK378,0.45058,-0.8424,0.47935
MDAMB157,Neratinib/HKI272,0.18317,0.12687,0.8104600000000001
MDAMB157,Tivantinib/ARQ197,0.33703,-0.3934,0.8862200000000001
MDAMB157,Cediranib/AZD2171,0.33799,-0.5281899999999999,0.87316
MDAMB157,Cabozantinib,0.20567,0.15300999999999998,2.8582
MDAMB361,Abemaciclib/LY2835219,0.8392799999999999,-0.29053,0.0043517
MDAMB361,Palbociclib/PD0332991,0.50662,0.10907,0.018267
MDAMB361,AZD7762,0.97537,-0.58983,0.0082896
MDAMB361,Volasertib/BI6727,0.72847,-0.40634,0.0040757
MDAMB361,Dinaciclib/SCH727965,0.5772,-0.25119,0.012107
MDAMB361,Cisplatin,0.18277,-0.28155,2.6913
MDAMB361,Doxorubicin,0.86149,-0.57296,0.012899
MDAMB361,Paclitaxel,0.8839299999999999,-0.45606,0.0033350000000000003
MDAMB361,Topotecan,1.0590000000000002,-0.6088100000000001,0.011147
MDAMB361,Etoposide,0.34059,-0.44384,1.2199
MDAMB361,Dasatinib,0.33963000000000004,0.077794,0.32313000000000003
MDAMB361,Trametinib/GSK1120212,0.19675,0.5346,2.202
MDAMB361,Saracatinib/AZD0530,0.39126,-0.17790999999999998,0.48535
MDAMB361,ABT-737,-0.012112,0.85924,inf
MDAMB361,Vorinostat,0.42729,-0.8200299999999999,0.79798
MDAMB361,Luminespib/NVP-AUY922,0.94834,-0.81599,0.0065354
MDAMB361,A-1210477,-0.004326600000000001,0.97561,inf
MDAMB361,Olaparib/AZD2281,0.097855,0.10257,4.92
MDAMB361,Bleomycin,0.35725,-0.2155,0.80465
MDAMB361,Ipatasertib/GDC0068,0.43364,-0.53575,0.34985
MDAMB361,Alpelisib/BYL719,0.51659,-0.72191,0.23594
MDAMB361,Taselisib/GDC0032,1.3749,-0.94442,0.0018586
MDAMB361,TGX221,-0.031675,0.77663,12.681
MDAMB361,Torin2,0.8255399999999999,-0.91939,0.0054268
MDAMB361,Everolimus,0.83795,0.08433099999999999,0.00040081
MDAMB361,INK128/MLN0128,1.0271,-0.74926,0.003834
MDAMB361,PF-4708671,0.069172,0.17269,6.7635
MDAMB361,Buparlisib/NVP-BKM120,0.58387,-0.8847299999999999,0.23794
MDAMB361,Pictilisib/GDC0941,0.70124,-0.8982399999999999,0.082461
MDAMB361,Ceritinib/LDK378,0.5299,-0.93285,0.29111
MDAMB361,Neratinib/HKI272,0.39583,-0.35671,0.17515999999999998
MDAMB361,Tivantinib/ARQ197,0.46508,-0.45025,0.36871
MDAMB361,Cediranib/AZD2171,0.29184,-0.94316,2.0617
MDAMB361,Cabozantinib,0.070404,0.64076,inf
MDAMB436,Abemaciclib/LY2835219,0.17437,-0.25792,2.2329
MDAMB436,Palbociclib/PD0332991,-0.034974,1.05,inf
MDAMB436,AZD7762,0.6280600000000001,-0.21057,0.042576
MDAMB436,Volasertib/BI6727,0.60578,-0.082738,0.0054369
MDAMB436,Dinaciclib/SCH727965,0.48003,-0.14317,0.015362
MDAMB436,Cisplatin,0.33776,0.0098002,0.5009899999999999
MDAMB436,Doxorubicin,0.67623,-0.08354500000000001,0.0089153
MDAMB436,Paclitaxel,0.62203,-0.072176,0.0038877
MDAMB436,Topotecan,0.8442,-0.13051,0.0068081
MDAMB436,Etoposide,0.41104,-0.11624,0.31045
MDAMB436,Dasatinib,0.089198,0.69496,inf
MDAMB436,Trametinib/GSK1120212,0.18054,0.56494,inf
MDAMB436,Saracatinib/AZD0530,0.033951,0.7471,43.3067
MDAMB436,ABT-737,0.0013303,0.8467600000000001,34.1288
MDAMB436,Vorinostat,0.14933,0.089228,2.9059
MDAMB436,Luminespib/NVP-AUY922,0.61673,-0.024815,0.004078
MDAMB436,A-1210477,0.014379,0.87718,inf
MDAMB436,Olaparib/AZD2281,0.28183,0.30346,2.2358
MDAMB436,Bleomycin,0.28386,-0.038777,1.0835
MDAMB436,Ipatasertib/GDC0068,0.093267,0.65693,38.7326
MDAMB436,Alpelisib/BYL719,0.049318,0.74224,38.406
MDAMB436,Taselisib/GDC0032,0.16166,0.26801,5.1751
MDAMB436,TGX221,-0.0019213,0.7420899999999999,19.3213
MDAMB436,Torin2,0.31502,0.16364,0.054658000000000005
MDAMB436,Everolimus,0.29776,0.63249,inf
MDAMB436,INK128/MLN0128,0.41158,0.2348,0.028101
MDAMB436,PF-4708671,0.088352,0.21322,4.9584
MDAMB436,Buparlisib/NVP-BKM120,0.26081,-0.12355,1.2838
MDAMB436,Pictilisib/GDC0941,0.12568,0.33551,5.9218
MDAMB436,Ceritinib/LDK378,0.40327,-0.62792,0.51431
MDAMB436,Neratinib/HKI272,0.18143,0.040372000000000005,0.74474
MDAMB436,Tivantinib/ARQ197,0.38113,-0.13154000000000002,0.39235
MDAMB436,Cediranib/AZD2171,0.15261,-0.31025,3.7296
MDAMB436,Cabozantinib,0.057279,0.096089,6.5314
MDAMB453,Abemaciclib/LY2835219,0.8695299999999999,-0.74763,0.0046352
MDAMB453,Palbociclib/PD0332991,0.46391,0.0071634,0.038122
MDAMB453,AZD7762,0.8758299999999999,-0.24015,0.011297
MDAMB453,Volasertib/BI6727,0.46862,-0.14824,0.008664299999999998
MDAMB453,Dinaciclib/SCH727965,0.5441600000000001,-0.14372,0.010774
MDAMB453,Cisplatin,0.087242,0.14848,3.3792
MDAMB453,Doxorubicin,0.74102,-0.15546,0.0055914
MDAMB453,Paclitaxel,0.52071,0.30413,0.0034021
MDAMB453,Topotecan,0.90234,-0.30472,0.0064544
MDAMB453,Etoposide,0.36561,-0.064265,0.39806
MDAMB453,Dasatinib,0.07462200000000001,0.53437,10.6852
MDAMB453,Trametinib/GSK1120212,0.34114,0.010321,0.031763
MDAMB453,Saracatinib/AZD0530,0.063812,0.37858,8.1169
MDAMB453,ABT-737,0.016853,0.17459000000000002,8.2206
MDAMB453,Vorinostat,0.26096,-0.3249,0.99513
MDAMB453,Luminespib/NVP-AUY922,0.78595,-0.33833,0.0032883
MDAMB453,A-1210477,-0.036035000000000005,0.93314,inf
MDAMB453,Olaparib/AZD2281,0.24214,-0.029278,1.6532
MDAMB453,Bleomycin,0.22008000000000005,-0.01608,1.243
MDAMB453,Ipatasertib/GDC0068,0.32818,-0.12298,0.46474
MDAMB453,Alpelisib/BYL719,0.36205,-0.22967,0.43828
MDAMB453,Taselisib/GDC0032,0.98348,-0.4589,0.0032545
MDAMB453,TGX221,-0.030057,0.8377100000000001,inf
MDAMB453,Torin2,0.64808,-0.61798,0.0074971
MDAMB453,Everolimus,0.90443,0.02491,inf
MDAMB453,INK128/MLN0128,0.72591,-0.29542,0.0090602
MDAMB453,PF-4708671,0.043619,0.026355,4.2526
MDAMB453,Buparlisib/NVP-BKM120,0.33351,-0.36018,0.6379
MDAMB453,Pictilisib/GDC0941,0.39478,-0.24458,0.3824
MDAMB453,Ceritinib/LDK378,0.48122,-0.66968,0.35477
MDAMB453,Neratinib/HKI272,0.5574399999999999,-0.24894,0.029848000000000006
MDAMB453,Tivantinib/ARQ197,0.38281,-0.046491000000000005,0.24836
MDAMB453,Cediranib/AZD2171,0.15915,-0.61474,2.6477
MDAMB453,Cabozantinib,-0.0050745,0.47889,9.1339
MDAMB468,Abemaciclib/LY2835219,0.14858,-0.084922,2.6427
MDAMB468,Palbociclib/PD0332991,-0.019688,1.0383,inf
MDAMB468,AZD7762,0.41757,-0.34258,0.37085
MDAMB468,Volasertib/BI6727,0.78005,-0.25931,0.0024171
MDAMB468,Dinaciclib/SCH727965,0.5123800000000001,-0.25918,0.016326
MDAMB468,Cisplatin,0.2448,-0.07316,1.4812
MDAMB468,Doxorubicin,0.78872,-0.20073,0.006189
MDAMB468,Paclitaxel,0.69872,-0.11068,0.0022764
MDAMB468,Topotecan,0.8750700000000001,-0.32819,0.01764
MDAMB468,Etoposide,0.37417,-0.33011,0.5695
MDAMB468,Dasatinib,0.1175,0.40442,6.1598
MDAMB468,Trametinib/GSK1120212,0.2017,0.45405,0.63016
MDAMB468,Saracatinib/AZD0530,0.1164,0.2778,6.1272
MDAMB468,ABT-737,0.062624,0.33766,7.5672
MDAMB468,Vorinostat,0.19599,0.014956,1.6649
MDAMB468,Luminespib/NVP-AUY922,0.6056,-0.098782,0.005275800000000001
MDAMB468,A-1210477,0.022035,0.94094,inf
MDAMB468,Olaparib/AZD2281,0.043936,0.45312,9.2289
MDAMB468,Bleomycin,0.28009,-0.076311,1.086
MDAMB468,Ipatasertib/GDC0068,0.20913,0.343,2.8188
MDAMB468,Alpelisib/BYL719,0.029275,0.74908,17.5397
MDAMB468,Taselisib/GDC0032,0.18812,0.10938,3.0045
MDAMB468,TGX221,0.090929,0.76231,inf
MDAMB468,Torin2,0.40128,0.071757,0.017876
MDAMB468,Everolimus,0.39437,0.56301,inf
MDAMB468,INK128/MLN0128,0.46499,0.13366,0.02654
MDAMB468,PF-4708671,0.1113,0.096005,4.2784
MDAMB468,Buparlisib/NVP-BKM120,0.26003000000000004,-0.19168,1.0783
MDAMB468,Pictilisib/GDC0941,0.18167,0.066381,2.8525
MDAMB468,Ceritinib/LDK378,0.36956,-0.43512,0.85249
MDAMB468,Neratinib/HKI272,0.32907,-0.06310299999999999,0.17769
MDAMB468,Tivantinib/ARQ197,0.3729,-0.10392,0.37141
MDAMB468,Cediranib/AZD2171,0.14947,-0.54986,4.2085
MDAMB468,Cabozantinib,0.039703,0.45152,9.3202
CAL51,Abemaciclib/LY2835219,0.57943,-0.31215,0.096362
CAL51,Palbociclib/PD0332991,0.26506,0.34228000000000003,0.28709
CAL51,AZD7762,0.67415,-0.43705,0.04959
CAL51,Volasertib/BI6727,0.6389199999999999,-0.25699,0.0059129
CAL51,Dinaciclib/SCH727965,0.5584600000000001,-0.25577,0.014508000000000004
CAL51,Cisplatin,0.21703000000000006,-0.021361,1.9981
CAL51,Doxorubicin,0.7861199999999999,-0.44108,0.0085193
CAL51,Paclitaxel,0.63037,-0.14562,0.0043791
CAL51,Topotecan,0.8486600000000001,-0.47495,0.018673
CAL51,Etoposide,0.47108,-0.19679,0.22896
CAL51,Dasatinib,0.44637,0.18149,0.10496
CAL51,Trametinib/GSK1120212,0.057678,0.71019,inf
CAL51,Saracatinib/AZD0530,0.20946,0.3024,2.4581
CAL51,ABT-737,0.011476,0.88976,45.1181
CAL51,Vorinostat,0.18432,-0.042573,1.824
CAL51,Luminespib/NVP-AUY922,0.66447,-0.24734,0.006292
CAL51,A-1210477,0.0087285,0.99328,inf
CAL51,Olaparib/AZD2281,0.11901,0.36133,7.1497
CAL51,Bleomycin,0.49374,-0.13228,0.1592
CAL51,Ipatasertib/GDC0068,0.21959,0.39089,3.2937
CAL51,Alpelisib/BYL719,0.14777,0.36467,6.5653
CAL51,Taselisib/GDC0032,0.5149199999999999,-0.22725,0.14595999999999998
CAL51,TGX221,-0.0092819,0.91116,inf
CAL51,Torin2,0.43244,-0.091818,0.019804
CAL51,Everolimus,0.42228,0.5645899999999999,inf
CAL51,INK128/MLN0128,0.52298,0.12225,0.016145
CAL51,PF-4708671,0.047904,0.7278399999999999,33.1024
CAL51,Buparlisib/NVP-BKM120,0.31546,-0.29882,1.0116
CAL51,Pictilisib/GDC0941,0.18344,0.080375,3.114
CAL51,Ceritinib/LDK378,0.40814,-0.396,0.47711
CAL51,Neratinib/HKI272,0.090909,0.28398,2.2342
CAL51,Tivantinib/ARQ197,0.34898,-0.24442,0.60302
CAL51,Cediranib/AZD2171,0.1635,-0.086745,3.2286
CAL51,Cabozantinib,0.059375,0.31212,7.8895
HCC1395,Abemaciclib/LY2835219,0.5574600000000001,-0.41615,0.10939000000000003
HCC1395,Palbociclib/PD0332991,0.27679000000000004,0.35728000000000004,0.10398
HCC1395,AZD7762,0.7206,-0.5463,0.035762
HCC1395,Volasertib/BI6727,0.62249,-0.061677,0.003586
HCC1395,Dinaciclib/SCH727965,0.5990300000000001,-0.39867,0.013447
HCC1395,Cisplatin,0.3119,-0.087013,0.92533
HCC1395,Doxorubicin,0.4876,-0.37134,0.062335
HCC1395,Paclitaxel,0.6902,-0.20773000000000005,0.0046677
HCC1395,Topotecan,0.8926700000000001,-0.48475,0.0066999
HCC1395,Etoposide,0.29607,0.059208,0.61705
HCC1395,Dasatinib,0.5390699999999999,-0.22725,0.08097599999999999
HCC1395,Trametinib/GSK1120212,0.18352,0.4714,inf
HCC1395,Saracatinib/AZD0530,0.10728,0.19292,4.2734
HCC1395,ABT-737,-0.012907,0.91732,inf
HCC1395,Vorinostat,0.098255,0.007472399999999999,3.5569
HCC1395,Luminespib/NVP-AUY922,0.55983,-0.063193,0.005642800000000001
HCC1395,A-1210477,0.0031598000000000004,0.8609700000000001,17.892
HCC1395,Olaparib/AZD2281,0.15805999999999998,0.37871,5.9347
HCC1395,Bleomycin,0.48974,-0.23932,0.20597
HCC1395,Ipatasertib/GDC0068,0.27311,0.20604,1.0002
HCC1395,Alpelisib/BYL719,0.026251,0.64082,14.2922
HCC1395,Taselisib/GDC0032,0.2037,0.009867399999999998,2.2645
HCC1395,TGX221,0.085898,0.47451,9.1189
HCC1395,Torin2,0.43105,-0.070626,0.01476
HCC1395,Everolimus,0.53873,0.41483,0.0044651000000000005
HCC1395,INK128/MLN0128,0.54765,-0.012131,0.011321
HCC1395,PF-4708671,0.01771,0.6594300000000001,inf
HCC1395,Buparlisib/NVP-BKM120,0.26382,-0.36725,1.1187
HCC1395,Pictilisib/GDC0941,0.22362,0.00086883,1.4575
HCC1395,Ceritinib/LDK378,0.22251,-0.5865,1.7129
HCC1395,Neratinib/HKI272,0.13759000000000002,0.08644500000000001,1.0543
HCC1395,Tivantinib/ARQ197,0.32934,-0.25655,0.59634
HCC1395,Cediranib/AZD2171,0.23069,-0.40727,1.6898
HCC1395,Cabozantinib,0.06754099999999999,0.14102,5.7913
HCC1419,Abemaciclib/LY2835219,0.4681,0.25967,0.048134
HCC1419,Palbociclib/PD0332991,0.25142,0.39833,0.2179
HCC1419,AZD7762,0.45975,-0.020376,0.11218
HCC1419,Volasertib/BI6727,0.33117,0.08380800000000001,0.022181
HCC1419,Dinaciclib/SCH727965,0.45719,-0.31994,0.026524
HCC1419,Cisplatin,0.25439,0.062716,1.4389
HCC1419,Doxorubicin,0.5885199999999999,-0.4411,0.021604
HCC1419,Paclitaxel,0.33795,0.3731,0.0099861
HCC1419,Topotecan,0.98777,-0.5482600000000001,0.005225100000000001
HCC1419,Etoposide,0.35247,-0.038746,0.6796
HCC1419,Dasatinib,0.30407,-0.11766,0.85067
HCC1419,Trametinib/GSK1120212,0.30373,0.39383,0.024138
HCC1419,Saracatinib/AZD0530,0.28857,-0.067314,0.76555
HCC1419,ABT-737,0.00027936,0.51167,10.0691
HCC1419,Vorinostat,0.17585,-0.026084,1.5996
HCC1419,Luminespib/NVP-AUY922,0.54247,-0.041331,0.0065045
HCC1419,A-1210477,0.040823000000000005,0.70617,14.4482
HCC1419,Olaparib/AZD2281,0.026498,0.62003,inf
HCC1419,Bleomycin,0.18547,0.31303000000000003,3.6096
HCC1419,Ipatasertib/GDC0068,0.10679,0.48973,inf
HCC1419,Alpelisib/BYL719,0.34679,0.043949,0.74627
HCC1419,Taselisib/GDC0032,0.79474,-0.26501,0.008919799999999999
HCC1419,TGX221,-0.0065169,0.78796,inf
HCC1419,Torin2,0.5844699999999999,-0.14948,0.005207
HCC1419,Everolimus,0.70855,0.19394,inf
HCC1419,INK128/MLN0128,0.7155,-0.055087,0.0046668
HCC1419,PF-4708671,0.11906,0.32807,4.9509
HCC1419,Buparlisib/NVP-BKM120,0.42557,-0.32385,0.40135
HCC1419,Pictilisib/GDC0941,0.48973,-0.10939000000000003,0.17931
HCC1419,Ceritinib/LDK378,0.20819,-0.79372,2.462
HCC1419,Neratinib/HKI272,0.85216,-0.21425,0.001051
HCC1419,Tivantinib/ARQ197,0.22689,0.2184,0.66789
HCC1419,Cediranib/AZD2171,0.061687,-0.035361000000000004,4.9588
HCC1419,Cabozantinib,-0.0082099,0.60926,10.6823
HCC1500,Abemaciclib/LY2835219,0.4334,0.11939,0.036234
HCC1500,Palbociclib/PD0332991,0.21516,0.44612,0.51469
HCC1500,AZD7762,0.59969,-0.27151,0.049507
HCC1500,Volasertib/BI6727,0.36867,0.1949,0.011403
HCC1500,Dinaciclib/SCH727965,0.6552600000000001,-0.5609,0.013931
HCC1500,Cisplatin,0.22617,-0.19114,1.7309
HCC1500,Doxorubicin,0.78752,-0.73475,0.01236
HCC1500,Paclitaxel,0.55937,-0.018024,0.0054829
HCC1500,Topotecan,1.4531,-0.84705,0.00071436
HCC1500,Etoposide,0.5071399999999999,-0.36149,0.25494
HCC1500,Dasatinib,0.88951,-0.1444,0.004484
HCC1500,Trametinib/GSK1120212,0.21802,0.33443,0.1316
HCC1500,Saracatinib/AZD0530,0.38652,-0.16497,0.43348
HCC1500,ABT-737,1.1286,-0.7527699999999999,0.008724700000000002
HCC1500,Vorinostat,0.303,-0.4942,1.0012
HCC1500,Luminespib/NVP-AUY922,0.57557,-0.14724,0.0078631
HCC1500,A-1210477,-0.029323,0.82742,13.877
HCC1500,Olaparib/AZD2281,0.11216,0.20661,5.4873
HCC1500,Bleomycin,0.37355,-0.21582,0.56345
HCC1500,Ipatasertib/GDC0068,-0.028491,1.025,inf
HCC1500,Alpelisib/BYL719,0.035175,0.53794,11.0076
HCC1500,Taselisib/GDC0032,0.2472,-0.22389,1.6455
HCC1500,TGX221,0.093355,0.4583600000000001,8.77
HCC1500,Torin2,0.86945,-0.40319,0.0016387999999999995
HCC1500,Everolimus,1.2375,-0.28771,inf
HCC1500,INK128/MLN0128,1.2091,-0.42269,0.00071622
HCC1500,PF-4708671,0.20491,0.0015679,1.5614
HCC1500,Buparlisib/NVP-BKM120,0.5358,-0.50058,0.1946
HCC1500,Pictilisib/GDC0941,0.21695,-0.15616,2.0994
HCC1500,Ceritinib/LDK378,0.30774,-0.91196,1.2435
HCC1500,Neratinib/HKI272,0.17825,-0.2709,0.78388
HCC1500,Tivantinib/ARQ197,0.48939,-0.33964,0.1295
HCC1500,Cediranib/AZD2171,0.15075999999999998,-0.81834,3.5399
HCC1500,Cabozantinib,0.066562,0.11833,4.3718
HCC1937,Abemaciclib/LY2835219,0.1059,0.33586,5.0404
HCC1937,Palbociclib/PD0332991,-0.040176,1.05,inf
HCC1937,AZD7762,0.36367,-0.11928,0.31624
HCC1937,Volasertib/BI6727,0.43258,-0.00073575,0.013596
HCC1937,Dinaciclib/SCH727965,0.44646,-0.13602,0.023117
HCC1937,Cisplatin,0.27614,0.14634,1.5257
HCC1937,Doxorubicin,0.42272,-0.0727,0.095441
HCC1937,Paclitaxel,0.47917,0.33427,0.0029168
HCC1937,Topotecan,0.67167,-0.25241,0.044023
HCC1937,Etoposide,0.29324,0.11641,1.055
HCC1937,Dasatinib,0.38119,0.19211,0.12952
HCC1937,Trametinib/GSK1120212,0.1091,0.7542,inf
HCC1937,Saracatinib/AZD0530,0.025518,0.70253,inf
HCC1937,ABT-737,0.049645,0.44749,8.6114
HCC1937,Vorinostat,0.18534,0.045051,1.9689
HCC1937,Luminespib/NVP-AUY922,0.41321,0.10857,0.012581
HCC1937,A-1210477,0.006294,0.7285,inf
HCC1937,Olaparib/AZD2281,0.050122,0.7178,30.5723
HCC1937,Bleomycin,0.31502,0.39834,0.35435
HCC1937,Ipatasertib/GDC0068,0.15486,0.5423899999999999,inf
HCC1937,Alpelisib/BYL719,0.048167,0.66194,19.0473
HCC1937,Taselisib/GDC0032,0.26382,0.15730999999999998,1.4032
HCC1937,TGX221,0.016077,0.8503,inf
HCC1937,Torin2,0.25897,0.19732,0.12903
HCC1937,Everolimus,0.32287,0.64067,inf
HCC1937,INK128/MLN0128,0.36064,0.37726,0.060451
HCC1937,PF-4708671,0.039523,0.76657,inf
HCC1937,Buparlisib/NVP-BKM120,0.23295,-0.057474,1.7464
HCC1937,Pictilisib/GDC0941,0.20473,0.29325,2.612
HCC1937,Ceritinib/LDK378,0.13126,-0.523,3.6542
HCC1937,Neratinib/HKI272,0.15716,0.34227,1.7329
HCC1937,Tivantinib/ARQ197,0.24054,0.097312,0.75802
HCC1937,Cediranib/AZD2171,0.029689,0.36975,9.0997
HCC1937,Cabozantinib,0.0021663,0.78385,15.1256
HCC1954,Abemaciclib/LY2835219,0.44279,-0.16708,0.29746
HCC1954,Palbociclib/PD0332991,0.18965,0.51581,inf
HCC1954,AZD7762,0.37083,-0.087655,0.281
HCC1954,Volasertib/BI6727,0.42088,0.098622,0.008675299999999999
HCC1954,Dinaciclib/SCH727965,0.48545,-0.1412,0.014352
HCC1954,Cisplatin,0.2406,0.088801,1.4601
HCC1954,Doxorubicin,0.59604,-0.092757,0.010431
HCC1954,Paclitaxel,0.52912,0.097968,0.004195399999999999
HCC1954,Topotecan,0.67127,-0.060402,0.018902
HCC1954,Etoposide,0.37136,0.057439,0.31462
HCC1954,Dasatinib,0.16466,0.42693,4.3938
HCC1954,Trametinib/GSK1120212,0.37923,0.28183,0.019898
HCC1954,Saracatinib/AZD0530,0.16989,0.25164000000000003,2.4864
HCC1954,ABT-737,-0.0027516,0.6947800000000001,15.0572
HCC1954,Vorinostat,0.20656,-0.011986,1.7103
HCC1954,Luminespib/NVP-AUY922,0.42113,0.066313,0.011911
HCC1954,A-1210477,-0.031249,0.93221,inf
HCC1954,Olaparib/AZD2281,0.048561,0.55903,13.1583
HCC1954,Bleomycin,0.46587,0.19834,0.094084
HCC1954,Ipatasertib/GDC0068,0.2128,0.29422,1.476
HCC1954,Alpelisib/BYL719,0.23305,-0.078314,1.3607
HCC1954,Taselisib/GDC0032,0.76227,-0.08635599999999999,0.007834899999999999
HCC1954,TGX221,-0.037323,0.96593,inf
HCC1954,Torin2,0.49079,-0.057756,0.0096427
HCC1954,Everolimus,0.61002,0.37626,inf
HCC1954,INK128/MLN0128,0.51462,0.080946,0.015341
HCC1954,PF-4708671,-0.0093963,0.83801,inf
HCC1954,Buparlisib/NVP-BKM120,0.31176,-0.1568,0.62487
HCC1954,Pictilisib/GDC0941,0.27732,-0.0020275,1.0545
HCC1954,Ceritinib/LDK378,0.15861,-0.41165,2.4208
HCC1954,Neratinib/HKI272,0.37807,0.19078,0.061567
HCC1954,Tivantinib/ARQ197,0.40723,-0.027499000000000003,0.24039
HCC1954,Cediranib/AZD2171,0.06589500000000001,-0.16379000000000002,4.2437
HCC1954,Cabozantinib,-0.013803,0.6691699999999999,11.2072
CAL120,Abemaciclib/LY2835219,0.45005,-0.057652,0.30901
CAL120,Palbociclib/PD0332991,0.14479,0.66398,inf
CAL120,AZD7762,0.4457100000000001,-0.29053,0.20846
CAL120,Volasertib/BI6727,0.50252,0.28914,0.0022533
CAL120,Dinaciclib/SCH727965,0.49884,-0.037538,0.010796
CAL120,Cisplatin,0.17689000000000002,0.20744,3.1197
CAL120,Doxorubicin,0.65196,-0.20548,0.012238
CAL120,Paclitaxel,0.5739,0.044227,0.0035472
CAL120,Topotecan,0.8763799999999999,-0.26619,0.0078478
CAL120,Etoposide,0.35464,-0.14287,0.58357
CAL120,Dasatinib,0.49017,0.22494,0.054884
CAL120,Trametinib/GSK1120212,0.28496,0.43409,0.055624
CAL120,Saracatinib/AZD0530,0.16859000000000002,0.5459,23.4698
CAL120,ABT-737,0.16371,-0.24896,2.6045
CAL120,Vorinostat,0.21929,-0.14497000000000002,1.5449
CAL120,Luminespib/NVP-AUY922,0.6186699999999999,-0.0063542,0.0032044000000000005
CAL120,A-1210477,0.01501,0.94696,inf
CAL120,Olaparib/AZD2281,0.1381,0.31229,5.6564
CAL120,Bleomycin,0.20268,0.17082999999999998,2.3988
CAL120,Ipatasertib/GDC0068,0.13566,0.58935,58.5484
CAL120,Alpelisib/BYL719,0.096288,0.59687,20.35
CAL120,Taselisib/GDC0032,0.23747,0.17570999999999998,2.5789
CAL120,TGX221,-0.014087,1.0167,inf
CAL120,Torin2,0.47776,0.073586,0.010017
CAL120,Everolimus,0.42894,0.51893,inf
CAL120,INK128/MLN0128,0.59162,0.032514,0.011042
CAL120,PF-4708671,0.014433,0.91889,inf
CAL120,Buparlisib/NVP-BKM120,0.30447,-0.10997,0.81497
CAL120,Pictilisib/GDC0941,0.25765,0.23325,2.1458
CAL120,Ceritinib/LDK378,0.31392,-0.38013,0.94112
CAL120,Neratinib/HKI272,0.20765,0.0048424,0.58332
CAL120,Tivantinib/ARQ197,0.39654,-0.11864,0.33335
CAL120,Cediranib/AZD2171,0.28919,-0.066012,1.0996
CAL120,Cabozantinib,0.086789,0.2811,7.4097
CAL851,Abemaciclib/LY2835219,0.20942,-0.093856,1.4402
CAL851,Palbociclib/PD0332991,-0.043069,1.05,inf
CAL851,AZD7762,0.53415,-0.15529,0.078736
CAL851,Volasertib/BI6727,0.61415,-0.17638,0.0044459
CAL851,Dinaciclib/SCH727965,0.61328,-0.12785,0.0056044
CAL851,Cisplatin,0.19076,0.17745,1.2973
CAL851,Doxorubicin,0.74527,-0.28382,0.0075459
