CellLine	DrugName	PrimaryTarget	Pathway	GR50	GRmax	GR_AOC	Death_AUC	Hill_GR	GEC50	GR_r2
BT20	Topotecan	Topo I	Chemotherapy	0.012333	-0.64103	1.0284	0.37939	0.94484	0.029071	0.99592
BT20	Etoposide	Topo II	Chemotherapy	0.30148	-0.38338	0.45909	0.13621	1.2176	0.48057	0.99643
BT20	Dasatinib	BCR/ABL	MAPK/nRTK	0.67985	0.28354	0.32887	0.083914	0.54229	0.27245	0.98321
BT20	Trametinib/GSK1120212	MEK	MAPK/nRTK	2.3446	0.50338	0.17679	0.053498	0.63456	0.053945	0.96232
BT20	Saracatinib/AZD0530	SRC	MAPK/nRTK	4.8514	0.31032	0.15907	0.040631	0.58449	31.7814	0.9851
BT20	ABT-737	Bcl2/XL	Misc	12.6171	0.59264	0.025001	0.039717	1.174	32.0424	0.93473
BT20	Vorinostat	HDAC	Misc	2.217	-0.11343	0.16104	0.070476	1.6271	2.8626	0.99345
BT20	Luminespib/NVP-AUY922	HSP90	Misc	0.005967	-0.049031	0.56205	0.14526	4.4759	0.0060667	0.99656
BT20	A-1210477	Mcl-1	Misc	14.9935	0.8209	-0.026225	0.00065166	4.9994	12.3309	0.67398
BT20	Olaparib/AZD2281	PARP	Misc	15.2735	0.60644	0.065659	0.0086703	0.82348	57.982	0.94742
BT20	Bleomycin	Radiation	Misc	0.4878	-0.12857	0.37639	0.097017	0.95644	0.75174	0.99474
BT20	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.64483	0.10152	0.31108	0.047612	0.74587	0.59909	0.98219
BT20	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	2.0326	-0.11805	0.20138	0.063946	0.81923	7.7705	0.99071
BT20	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.018077	-0.37494	0.7363	0.2005	0.75411	0.028401	0.95352
BT20	TGX221	PI3Kb	PI3K/mTOR	Inf	1.0152	-0.04145	-0.0034315	0	Inf	-7.4504
BT20	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.008897	-0.28907	0.53649	0.13674	0.86747	0.012533	0.97198
BT20	Everolimus	mTOR1	PI3K/mTOR	Inf	0.38996	0.59317	0.088859	0	Inf	0.031152
BT20	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.012881	-0.0045347	0.56751	0.11367	1.3697	0.01193	0.99574
BT20	PF-4708671	p70S6K	PI3K/mTOR	15.1446	0.66012	0.012945	0.010209	1.1942	37.9666	0.89476
BT20	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.63756	-0.55144	0.36621	0.14735	1.2077	1.2887	0.99431
BT20	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.90394	-0.16503	0.29601	0.073589	0.98186	1.5458	0.99177
BT20	Ceritinib/LDK378	ALK	RTK	1.5315	-0.73651	0.25913	0.12549	1.7439	2.7905	0.99717
BT20	Neratinib/HKI272	EGFR/HER2	RTK	1.2826	0.30258	0.14959	0.039085	0.67678	2.19	0.97744
BT20	Tivantinib/ARQ197	MET	RTK	0.47342	-0.48832	0.41834	0.18934	2.5782	0.60346	0.99447
BT20	Cediranib/AZD2171	VEGFR/cKIT	RTK	5.6982	0.22104	0.038261	0.014977	2.7852	5.3221	0.97585
BT20	Cabozantinib	VEGFR2/MET	RTK	5.3516	-0.20301	0.056611	0.043205	4.9846	5.8613	0.99079
BT549	Abemaciclib/LY2835219	CDK4/6	Cell cycle	3.9707	0.033253	0.12671	0.0188	1.2825	7.5655	0.99654
BT549	Palbociclib/PD0332991	CDK4/6	Cell cycle	Inf	1.05	-0.040145	-0.0010584	0	Inf	-9.2879
BT549	AZD7762	CHK1/2	Cell cycle	0.066029	-0.48238	0.63561	0.23117	1.6999	0.087287	0.97383
BT549	Volasertib/BI6727	PLK	Cell cycle	0.0088352	-0.22885	0.56761	0.14895	2.4967	0.0098732	0.99586
BT549	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.012371	-0.29225	0.59127	0.14845	3.7837	0.013904	0.99899
BT549	Cisplatin	Chemo	Chemotherapy	1.016	0.067434	0.28354	0.055154	1.0827	1.0937	0.98489
BT549	Doxorubicin	Chemo	Chemotherapy	0.006482	-0.33123	0.76025	0.1972	1.5744	0.0079126	0.9824
BT549	Paclitaxel	Chemo	Chemotherapy	0.0027257	-0.20735	0.69885	0.23038	1.942	0.0030953	0.98743
BT549	Topotecan	Topo I	Chemotherapy	0.0084727	-0.241	0.85085	0.22686	1.4734	0.010061	0.9801
BT549	Etoposide	Topo II	Chemotherapy	0.181	-0.19475	0.47257	0.14084	1.1701	0.22766	0.99526
BT549	Dasatinib	BCR/ABL	MAPK/nRTK	0.59323	0.37052	0.23855	0.027111	1.7859	0.13859	0.96413
BT549	Trametinib/GSK1120212	MEK	MAPK/nRTK	5.2409	0.59832	0.12915	0.015249	0.50051	0.36186	0.97942
BT549	Saracatinib/AZD0530	SRC	MAPK/nRTK	Inf	0.5558	0.034829	0.0015103	3.379	3.6758	0.97565
BT549	ABT-737	Bcl2/XL	Misc	Inf	0.93589	-0.022462	0.0062369	0	Inf	0.067883
BT549	Vorinostat	HDAC	Misc	2.3739	0.11305	0.18874	0.029083	0.87555	3.9571	0.99525
BT549	Luminespib/NVP-AUY922	HSP90	Misc	0.0053858	-0.10638	0.61234	0.12013	5	0.0055748	0.99911
BT549	A-1210477	Mcl-1	Misc	Inf	0.95399	0.0082744	0.0018048	0	Inf	0.34182
BT549	Olaparib/AZD2281	PARP	Misc	11.948	0.54317	0.065666	0.012978	0.95482	37.7564	0.91931
BT549	Bleomycin	Radiation	Misc	0.17998	-0.014066	0.46666	0.1506	1.0031	0.20287	0.99525
BT549	Ipatasertib/GDC0068	AKT	PI3K/mTOR	12.6362	0.49557	0.17348	0.0096911	0.50793	1.6786	0.97652
BT549	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	17.5141	0.68409	0.032224	0.009875	1.0429	49.8384	0.95639
BT549	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	2.2065	0.094968	0.22289	0.026334	0.57171	15.0749	0.99278
BT549	TGX221	PI3Kb	PI3K/mTOR	Inf	0.80971	0.056783	0.00173	0.67024	0.72927	0.89208
BT549	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.0095129	-0.020942	0.49053	0.069158	1.0018	0.0092175	0.99224
BT549	Everolimus	mTOR1	PI3K/mTOR	Inf	0.51971	0.43861	0.030419	0	Inf	0.48985
BT549	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.016573	0.07169	0.53394	0.048356	1.5295	0.014683	0.99934
BT549	PF-4708671	p70S6K	PI3K/mTOR	Inf	0.74373	-0.0069951	0.0033992	2.5979	8.243	0.85998
BT549	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	1.419	-0.27162	0.24871	0.080173	2.0178	1.8107	0.99484
BT549	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	2.7775	0.14625	0.2083	0.021025	0.60268	17.1916	0.98946
BT549	Ceritinib/LDK378	ALK	RTK	2.961	-0.22835	0.14159	0.05257	1.8781	4.216	0.99556
BT549	Neratinib/HKI272	EGFR/HER2	RTK	1.9856	0.20806	0.080036	0.014059	1.4334	4.2733	0.98836
BT549	Tivantinib/ARQ197	MET	RTK	0.58217	-0.26494	0.34723	0.10724	2.4717	0.68658	0.99761
BT549	Cediranib/AZD2171	VEGFR/cKIT	RTK	3.6412	-0.13465	0.14972	0.041419	1.3011	8.4712	0.98092
BT549	Cabozantinib	VEGFR2/MET	RTK	10.1855	0.53293	0.01241	0.0096449	5	12.5665	0.95054
HCC38	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.044561	-0.3272	0.64044	0.090993	0.43032	0.21535	0.96385
HCC38	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.059804	0.14736	0.37215	0.041106	1.0985	0.037879	0.98636
HCC38	AZD7762	CHK1/2	Cell cycle	0.0094764	-0.3341	0.91851	0.29507	2.0434	0.01177	0.98869
HCC38	Volasertib/BI6727	PLK	Cell cycle	0.0081934	-0.25983	0.60007	0.19432	3.2088	0.0091367	0.99678
HCC38	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.012678	-0.44221	0.63256	0.22409	4.1199	0.014763	0.99821
HCC38	Cisplatin	Chemo	Chemotherapy	0.99272	-0.10313	0.2567	0.10979	1.435	1.1794	0.99675
HCC38	Doxorubicin	Chemo	Chemotherapy	0.0095452	-0.40609	0.7803	0.28719	1.481	0.01343	0.99228
HCC38	Paclitaxel	Chemo	Chemotherapy	0.0014659	-0.30778	0.84324	0.27577	2.3201	0.0017274	0.99328
HCC38	Topotecan	Topo I	Chemotherapy	0.0068073	-0.50406	1.0724	0.39042	1.2181	0.011735	0.99338
HCC38	Etoposide	Topo II	Chemotherapy	0.33384	-0.42421	0.44944	0.18911	1.4384	0.50554	0.99763
HCC38	Dasatinib	BCR/ABL	MAPK/nRTK	5.6901	0.33223	0.14526	0.036474	0.60483	34.9918	0.97158
HCC38	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.22023	0.18538	0.20755	0.023425	0.69097	0.35783	0.98881
HCC38	Saracatinib/AZD0530	SRC	MAPK/nRTK	29.3313	0.61394	0.10132	0.016227	0.48624	24.1837	0.94737
HCC38	ABT-737	Bcl2/XL	Misc	0.99805	-0.42086	0.29626	0.10001	0.93638	2.8897	0.99657
HCC38	Vorinostat	HDAC	Misc	0.95999	-0.28511	0.2909	0.1227	1.6239	1.3226	0.99701
HCC38	Luminespib/NVP-AUY922	HSP90	Misc	0.0071367	-0.20873	0.62953	0.19255	5	0.0076296	0.99771
HCC38	A-1210477	Mcl-1	Misc	14.9391	0.88703	0.015087	0.0032389	4.9989	15.3353	0.65537
HCC38	Olaparib/AZD2281	PARP	Misc	8.4247	0.42543	0.071907	0.023031	1.0282	24.5229	0.97772
HCC38	Bleomycin	Radiation	Misc	0.19854	-0.23181	0.48522	0.18956	1.1991	0.27457	0.99721
HCC38	Ipatasertib/GDC0068	AKT	PI3K/mTOR	Inf	0.70545	0.12252	0.0091893	1.141	0.22841	0.9721
HCC38	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	22.4126	0.68009	0.044033	0.0092259	0.71546	102.9667	0.92013
HCC38	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	2.7028	0.062843	0.20179	0.024868	0.67281	13.8343	0.97542
HCC38	TGX221	PI3Kb	PI3K/mTOR	Inf	0.95154	-0.024627	0.0012814	0	Inf	-0.17011
HCC38	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.01047	-0.21067	0.53828	0.092749	0.87368	0.015621	0.99367
HCC38	Everolimus	mTOR1	PI3K/mTOR	Inf	0.47353	0.48653	0.013968	0	Inf	0.060078
HCC38	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.01911	-0.0086745	0.53606	0.040168	1.3664	0.018127	0.99621
HCC38	PF-4708671	p70S6K	PI3K/mTOR	Inf	0.97596	-0.025774	-0.00060772	0	Inf	-0.90907
HCC38	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	1.2697	-0.27622	0.2554	0.071064	1.4831	1.8745	0.99552
HCC38	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	6.5531	0.35685	0.11822	0.0066424	0.71841	30.2402	0.97968
HCC38	Ceritinib/LDK378	ALK	RTK	1.8283	-0.40389	0.21844	0.08828	2.6153	2.323	0.99573
HCC38	Neratinib/HKI272	EGFR/HER2	RTK	3.1556	0.45714	0.10192	0.016829	0.70429	15.0154	0.87632
HCC38	Tivantinib/ARQ197	MET	RTK	0.30919	-0.27016	0.43667	0.12972	1.8013	0.39141	0.99767
HCC38	Cediranib/AZD2171	VEGFR/cKIT	RTK	1.5907	-0.20442	0.20958	0.041594	1.0695	3.1564	0.98723
HCC38	Cabozantinib	VEGFR2/MET	RTK	8.2108	0.30085	0.037639	0.016808	4.3352	8.1748	0.98657
HCC70	Abemaciclib/LY2835219	CDK4/6	Cell cycle	1.885	-0.82642	0.23148	0.083196	2.5102	2.8439	0.99569
HCC70	Palbociclib/PD0332991	CDK4/6	Cell cycle	Inf	0.93605	-0.028096	-0.00126	0	Inf	-0.054738
HCC70	AZD7762	CHK1/2	Cell cycle	0.040563	-0.70022	0.89953	0.32495	2.5054	0.056277	0.99456
HCC70	Volasertib/BI6727	PLK	Cell cycle	0.0065224	-0.20489	0.64211	0.13954	3.2698	0.0072379	0.9841
HCC70	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.01286	-0.90931	0.8338	0.32539	5	0.015807	0.9991
HCC70	Cisplatin	Chemo	Chemotherapy	1.3073	-0.68319	0.26503	0.082008	1.3165	3.0116	0.99076
HCC70	Doxorubicin	Chemo	Chemotherapy	0.010621	-0.77943	0.78667	0.14589	2.041	0.014138	0.93856
HCC70	Paclitaxel	Chemo	Chemotherapy	0.0013411	-0.5065	0.97726	0.37416	1.1642	0.0024269	0.99734
HCC70	Topotecan	Topo I	Chemotherapy	0.0094575	-0.86138	1.0593	0.24289	0.61017	0.049603	0.96643
HCC70	Etoposide	Topo II	Chemotherapy	0.36498	-0.15176	0.45347	0.051308	2.1004	0.41879	0.96872
HCC70	Dasatinib	BCR/ABL	MAPK/nRTK	0.0096376	-0.57873	1.0609	0.12671	1.0559	0.020015	0.98982
HCC70	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.0019047	-0.039341	0.6924	0.1954	0.86934	0.0021049	0.98467
HCC70	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.063682	-0.17183	0.57951	0.059491	0.92755	0.081014	0.97522
HCC70	ABT-737	Bcl2/XL	Misc	2.7474	-0.063833	0.15622	0.063237	0.93622	8.8827	0.97385
HCC70	Vorinostat	HDAC	Misc	0.40578	-0.47649	0.40815	0.074797	0.89139	1.0253	0.99218
HCC70	Luminespib/NVP-AUY922	HSP90	Misc	0.007646	-0.58263	0.77922	0.24089	5	0.0088695	0.99752
HCC70	A-1210477	Mcl-1	Misc	Inf	0.93803	0.005426	0.01233	0	Inf	0.17964
HCC70	Olaparib/AZD2281	PARP	Misc	27.0584	0.71911	0.023224	-0.0044854	0.75301	116.2527	0.78542
HCC70	Bleomycin	Radiation	Misc	0.39804	-0.11462	0.41923	0.053049	0.97649	0.54995	0.95046
HCC70	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.1397	-0.2624	0.49743	0.086025	0.85342	0.21677	0.98567
HCC70	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	4.4987	0.098094	0.11815	0.019563	1.0448	12.8744	0.95143
HCC70	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.15092	-0.68462	0.57959	0.15455	0.70426	0.64661	0.98584
HCC70	TGX221	PI3Kb	PI3K/mTOR	0.092754	0.0048897	0.47288	0.05907	0.88176	0.076452	0.9787
HCC70	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.0058452	-0.55503	0.64506	0.12338	0.53069	0.026938	0.94991
HCC70	Everolimus	mTOR1	PI3K/mTOR	0.24351	0.37267	0.47644	0.044824	0.11353	51.0339	0.79604
HCC70	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.0048011	-0.162	0.70244	0.091247	1.184	0.0050026	0.97794
HCC70	PF-4708671	p70S6K	PI3K/mTOR	Inf	0.93483	-0.022695	0.0035251	0	Inf	0.040075
HCC70	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.43342	-0.72736	0.46135	0.14336	1.1927	1.0047	0.99537
HCC70	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.16052	-0.59716	0.57264	0.11666	0.72555	0.58082	0.99601
HCC70	Ceritinib/LDK378	ALK	RTK	3.1923	-0.88079	0.13791	0.070329	5	3.9213	0.99483
HCC70	Neratinib/HKI272	EGFR/HER2	RTK	0.16013	0.059527	0.31783	0.040488	1.0555	0.15156	0.99467
HCC70	Tivantinib/ARQ197	MET	RTK	0.3335	-0.56574	0.49683	0.15154	2	0.48673	0.99617
HCC70	Cediranib/AZD2171	VEGFR/cKIT	RTK	4.5386	-0.32617	0.088973	0.043982	2.244	7.4053	0.99062
HCC70	Cabozantinib	VEGFR2/MET	RTK	1.5024	-0.091088	0.26577	0.022587	0.58917	9.6961	0.92355
PDX1258	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.67289	-0.33054	0.33498	0.054208	1.0569	1.2734	0.99626
PDX1258	Palbociclib/PD0332991	CDK4/6	Cell cycle	Inf	1.0159	-0.047869	0.0013959	0	Inf	-18.593
PDX1258	AZD7762	CHK1/2	Cell cycle	0.014946	-0.45283	0.91991	0.32341	1.6838	0.021221	0.99249
PDX1258	Volasertib/BI6727	PLK	Cell cycle	0.0073734	-0.23202	0.56016	0.17649	1.8198	0.0083258	0.98847
PDX1258	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.011566	-0.61729	0.70361	0.28379	3.5943	0.014366	0.99779
PDX1258	Cisplatin	Chemo	Chemotherapy	2.5568	0.31808	0.15554	0.04334	1.6027	1.5449	0.99079
PDX1258	Doxorubicin	Chemo	Chemotherapy	0.0091389	-0.49283	0.75396	0.23682	1.1844	0.013938	0.97567
PDX1258	Paclitaxel	Chemo	Chemotherapy	0.0021522	-0.081802	0.6797	0.23574	1.2501	0.0022935	0.98829
PDX1258	Topotecan	Topo I	Chemotherapy	0.013472	-0.45649	0.86734	0.28165	0.81221	0.026852	0.98013
PDX1258	Etoposide	Topo II	Chemotherapy	0.31701	-0.18071	0.3942	0.136	1.0906	0.41876	0.99346
PDX1258	Dasatinib	BCR/ABL	MAPK/nRTK	0.021598	-0.13394	0.71427	0.092408	1.3176	0.024774	0.99367
PDX1258	Trametinib/GSK1120212	MEK	MAPK/nRTK	Inf	0.85001	0.042358	0.0050499	4.9997	0.028253	0.88698
PDX1258	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.7252	0.18374	0.27698	0.037008	0.81978	0.50742	0.98008
PDX1258	ABT-737	Bcl2/XL	Misc	Inf	0.75796	0.012351	0.023693	0.91624	13.677	0.78603
PDX1258	Vorinostat	HDAC	Misc	1.5746	-0.023152	0.21126	0.024899	1.3725	1.8225	0.99287
PDX1258	Luminespib/NVP-AUY922	HSP90	Misc	0.01007	-0.28992	0.61008	0.19431	5	0.011049	0.99799
PDX1258	A-1210477	Mcl-1	Misc	Inf	0.91868	-0.0033746	0.0024817	2.4151	15.1662	0.71902
PDX1258	Olaparib/AZD2281	PARP	Misc	11.9912	0.57703	0.028706	0.011266	1.2287	29.2905	0.94883
PDX1258	Bleomycin	Radiation	Misc	0.78329	0.07212	0.29462	0.093726	0.86616	0.88979	0.99416
PDX1258	Ipatasertib/GDC0068	AKT	PI3K/mTOR	4.4024	0.39847	0.15558	0.01198	0.7553	1.2185	0.94717
PDX1258	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	17.8572	0.63068	0.058892	0.006915	0.73476	79.6392	0.9089
PDX1258	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.99608	0.10619	0.27768	0.036172	0.67471	1.3027	0.98871
PDX1258	TGX221	PI3Kb	PI3K/mTOR	Inf	0.99699	-0.032796	0.0025669	0	Inf	-2.2747
PDX1258	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.035598	-0.20657	0.36366	0.083568	1.5171	0.041875	0.98779
PDX1258	Everolimus	mTOR1	PI3K/mTOR	Inf	0.63064	0.3069	0.022361	0.5438	0.0017976	0.96445
PDX1258	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.044023	-0.13806	0.4558	0.080454	1.5509	0.046987	0.98841
PDX1258	PF-4708671	p70S6K	PI3K/mTOR	37.9842	0.77461	0.010085	0.0074983	0.87324	50.5425	0.81305
PDX1258	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	1.3631	-0.39239	0.25163	0.086195	1.2064	2.8058	0.99443
PDX1258	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	1.6968	0.051834	0.22979	0.02227	0.61389	6.9112	0.98576
PDX1258	Ceritinib/LDK378	ALK	RTK	2.081	-0.68413	0.21652	0.087615	1.5671	4.1949	0.9759
PDX1258	Neratinib/HKI272	EGFR/HER2	RTK	1.0987	0.20296	0.16138	0.024375	0.62636	6.3474	0.97433
PDX1258	Tivantinib/ARQ197	MET	RTK	0.39607	-0.20892	0.38338	0.10838	1.2903	0.54289	0.9956
PDX1258	Cediranib/AZD2171	VEGFR/cKIT	RTK	4.7159	-0.56106	0.07441	0.068119	4.9799	5.5703	0.99375
PDX1258	Cabozantinib	VEGFR2/MET	RTK	8.2309	0.27964	0.024394	0.015957	3.8695	8.9263	0.98303
PDX1328	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.0036552	-0.75144	0.86799	0.093973	0.24889	0.30192	0.79917
PDX1328	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.028878	0.11103	0.42894	-0.0019695	1.3039	0.020889	0.9674
PDX1328	AZD7762	CHK1/2	Cell cycle	0.035587	-0.82277	0.83264	0.18547	1.2761	0.066257	0.96822
PDX1328	Volasertib/BI6727	PLK	Cell cycle	0.0025124	-0.57309	0.96935	0.21819	2.8453	0.0032751	0.99856
PDX1328	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.011496	-0.71071	0.75187	0.22921	3.556	0.014708	0.9982
PDX1328	Cisplatin	Chemo	Chemotherapy	0.77968	-0.42165	0.31539	0.025872	1.3251	1.2886	0.9879
PDX1328	Doxorubicin	Chemo	Chemotherapy	0.013267	-0.77892	0.8023	0.14676	1.4934	0.021574	0.96338
PDX1328	Paclitaxel	Chemo	Chemotherapy	0.002983	-0.53322	0.90473	0.18876	3.1886	0.0036802	0.98401
PDX1328	Topotecan	Topo I	Chemotherapy	0.0059222	-0.91275	1.072	0.15093	0.46163	0.063175	0.94441
PDX1328	Etoposide	Topo II	Chemotherapy	0.80493	-0.28051	0.35022	0.017248	1.4732	1.1571	0.98432
PDX1328	Dasatinib	BCR/ABL	MAPK/nRTK	0.035818	-0.33676	0.69291	0.061155	0.74655	0.064434	0.94799
PDX1328	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.018054	0.24902	0.33488	0.016685	1.3148	0.0076303	0.97089
PDX1328	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.82476	-0.034854	0.32556	0.029309	0.45258	9.3443	0.92264
PDX1328	ABT-737	Bcl2/XL	Misc	1.0279	-0.89666	0.35476	0.15418	1.3255	2.3546	0.97784
PDX1328	Vorinostat	HDAC	Misc	0.41708	-0.55875	0.45967	0.085449	1.1909	0.83181	0.99216
PDX1328	Luminespib/NVP-AUY922	HSP90	Misc	0.0023764	-0.46971	0.86966	0.1444	1.9222	0.0032941	0.9864
PDX1328	A-1210477	Mcl-1	Misc	29.0724	0.70938	0.06092	0.013508	0.64506	128.4233	0.82503
PDX1328	Olaparib/AZD2281	PARP	Misc	Inf	0.76337	0.026778	-0.0025469	5	1.7254	0.86133
PDX1328	Bleomycin	Radiation	Misc	4.0022	0.30613	0.19944	0.0033151	0.45244	45.3783	0.95786
PDX1328	Ipatasertib/GDC0068	AKT	PI3K/mTOR	4.7978	0.30117	0.13226	0.015336	0.63771	26.7942	0.95509
PDX1328	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.31193	-0.004967	0.37351	0.031856	0.8438	0.32361	0.95669
PDX1328	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.0071031	-0.24386	0.74404	0.055823	0.26504	0.08641	0.88652
PDX1328	TGX221	PI3Kb	PI3K/mTOR	22.8162	0.75941	0.011552	0.0024215	1.1153	60.9221	0.6986
PDX1328	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.0028919	-0.3715	0.71866	0.073865	0.88746	0.004646	0.98005
PDX1328	Everolimus	mTOR1	PI3K/mTOR	Inf	0.28249	0.69018	0.034727	0	Inf	0.15246
PDX1328	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.0042182	-0.29552	0.80982	0.062844	1.2155	0.0054971	0.99054
PDX1328	PF-4708671	p70S6K	PI3K/mTOR	8.0727	0.39352	0.074441	0.0073352	1.0548	22.8735	0.93815
PDX1328	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.29807	-0.53209	0.55963	0.092839	1.098	0.65313	0.96818
PDX1328	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.2981	-0.23264	0.43847	0.040512	0.53729	1.3322	0.97906
PDX1328	Ceritinib/LDK378	ALK	RTK	0.25503	-0.94258	0.55361	0.11896	0.8974	0.86749	0.9878
PDX1328	Neratinib/HKI272	EGFR/HER2	RTK	0.13115	-0.42015	0.42538	0.046579	0.56211	0.92594	0.97874
PDX1328	Tivantinib/ARQ197	MET	RTK	0.20199	-0.55012	0.57039	0.11775	1.7021	0.31184	0.99706
PDX1328	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.95412	-0.8534	0.37644	0.097222	1.1127	2.5609	0.95134
PDX1328	Cabozantinib	VEGFR2/MET	RTK	1.8826	-0.16218	0.23655	0.020566	0.78162	7.6768	0.95877
MDAMB134	Abemaciclib/LY2835219	CDK4/6	Cell cycle	Inf	-0.99864	0.57215	0.07086	0	Inf	0.086291
MDAMB134	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.0092186	0.17872	0.5339	-0.01694	1.7301	0.0071324	0.98727
MDAMB134	AZD7762	CHK1/2	Cell cycle	0.10625	-0.64585	0.6552	0.14875	1.1125	0.22232	0.99438
MDAMB134	Volasertib/BI6727	PLK	Cell cycle	0.0027209	-0.62735	1.026	0.26707	5	0.0032225	0.99553
MDAMB134	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.010529	-0.84395	0.74524	0.15221	2.1701	0.015963	0.99365
MDAMB134	Cisplatin	Chemo	Chemotherapy	10.3229	0.50193	0.07194	-0.0064104	0.75944	36.1235	0.92643
MDAMB134	Doxorubicin	Chemo	Chemotherapy	0.0033105	-0.9458	1.1481	0.24911	0.91316	0.010163	0.97259
MDAMB134	Paclitaxel	Chemo	Chemotherapy	0.00012515	-0.71827	1.3004	0.3511	0.53521	0.00075273	0.89205
MDAMB134	Topotecan	Topo I	Chemotherapy	0.0099907	-0.8909	1.0405	0.16436	0.54402	0.071904	0.95834
MDAMB134	Etoposide	Topo II	Chemotherapy	0.086844	-0.52482	0.66346	0.068698	0.68486	0.28885	0.9792
MDAMB134	Dasatinib	BCR/ABL	MAPK/nRTK	Inf	0.88781	-0.028877	0.018727	0	Inf	0.37857
MDAMB134	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.0020578	-0.27068	0.7601	0.078245	1.0824	0.0028809	0.99008
MDAMB134	Saracatinib/AZD0530	SRC	MAPK/nRTK	Inf	1.05	-0.05	0.018127	0	Inf	-Inf
MDAMB134	ABT-737	Bcl2/XL	Misc	1.7727	-0.87353	0.26293	0.11123	1.977	3.09	0.99496
MDAMB134	Vorinostat	HDAC	Misc	2.4577	-0.50136	0.17483	0.036507	5	2.8258	0.99386
MDAMB134	Luminespib/NVP-AUY922	HSP90	Misc	0.0047553	-0.76595	0.9424	0.20756	3.5318	0.006139	0.99851
MDAMB134	A-1210477	Mcl-1	Misc	Inf	1.05	-0.036599	-0.0032778	0	Inf	-3.0589
MDAMB134	Olaparib/AZD2281	PARP	Misc	Inf	0.55101	0.014526	-0.0006359	4.9904	4.9955	0.86393
MDAMB134	Bleomycin	Radiation	Misc	1.7911	0.019314	0.27339	0.010778	0.504	15.841	0.87961
MDAMB134	Ipatasertib/GDC0068	AKT	PI3K/mTOR	8.0392	0.4925	0.015001	0.0095868	4.9968	3.7717	0.94642
MDAMB134	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	Inf	0.5331	0.06246	0.0075383	2.35	2.8559	0.92762
