cell_line,agent,PrimaryTarget,Pathway,concentration,GRvalue,IncreasedFracDead,receptor_status,color_map
BT549,Ceritinib/LDK378,ALK,RTK,10.0,-0.22835,0.38436,TNBC,#ca7832
BT549,Neratinib/HKI272,EGFR/HER2,RTK,0.00031623,1.0178,0.006203899999999999,TNBC,#ca7832
BT549,Neratinib/HKI272,EGFR/HER2,RTK,0.001,1.0264,0.0038629,TNBC,#ca7832
BT549,Neratinib/HKI272,EGFR/HER2,RTK,0.0031623000000000003,0.98335,0.007714699999999999,TNBC,#ca7832
BT549,Neratinib/HKI272,EGFR/HER2,RTK,0.01,1.0671,-0.0018659000000000002,TNBC,#ca7832
BT549,Neratinib/HKI272,EGFR/HER2,RTK,0.031623000000000005,1.0088,0.0077389,TNBC,#ca7832
BT549,Neratinib/HKI272,EGFR/HER2,RTK,0.1,0.9646100000000001,-0.0074501,TNBC,#ca7832
BT549,Neratinib/HKI272,EGFR/HER2,RTK,0.31623,0.91475,0.0058549,TNBC,#ca7832
BT549,Neratinib/HKI272,EGFR/HER2,RTK,1.0,0.79891,0.0029506,TNBC,#ca7832
BT549,Neratinib/HKI272,EGFR/HER2,RTK,3.1623,0.20806,0.10152,TNBC,#ca7832
BT549,Tivantinib/ARQ197,MET,RTK,0.001,1.0263,-0.0026864000000000002,TNBC,#ca7832
BT549,Tivantinib/ARQ197,MET,RTK,0.0031623000000000003,1.0218,0.0041472,TNBC,#ca7832
BT549,Tivantinib/ARQ197,MET,RTK,0.01,1.0764,-0.0064984,TNBC,#ca7832
BT549,Tivantinib/ARQ197,MET,RTK,0.031623000000000005,1.0445,0.008984200000000001,TNBC,#ca7832
BT549,Tivantinib/ARQ197,MET,RTK,0.1,0.99055,0.0082377,TNBC,#ca7832
BT549,Tivantinib/ARQ197,MET,RTK,0.31623,0.84162,0.053591999999999994,TNBC,#ca7832
BT549,Tivantinib/ARQ197,MET,RTK,1.0,0.099427,0.2428,TNBC,#ca7832
BT549,Tivantinib/ARQ197,MET,RTK,3.1623,-0.20640999999999998,0.30445,TNBC,#ca7832
BT549,Tivantinib/ARQ197,MET,RTK,10.0,-0.26494,0.3521,TNBC,#ca7832
BT549,Cediranib/AZD2171,VEGFR/cKIT,RTK,0.001,1.0387,4.1042e-05,TNBC,#ca7832
BT549,Cediranib/AZD2171,VEGFR/cKIT,RTK,0.0031623000000000003,1.005,0.0053296,TNBC,#ca7832
BT549,Cediranib/AZD2171,VEGFR/cKIT,RTK,0.01,0.98761,0.009296299999999999,TNBC,#ca7832
BT549,Cediranib/AZD2171,VEGFR/cKIT,RTK,0.031623000000000005,1.0263,-0.00018541,TNBC,#ca7832
BT549,Cediranib/AZD2171,VEGFR/cKIT,RTK,0.1,0.9971899999999999,0.00050216,TNBC,#ca7832
BT549,Cediranib/AZD2171,VEGFR/cKIT,RTK,0.31623,0.8999299999999999,0.004799899999999999,TNBC,#ca7832
BT549,Cediranib/AZD2171,VEGFR/cKIT,RTK,1.0,0.79511,0.028532,TNBC,#ca7832
BT549,Cediranib/AZD2171,VEGFR/cKIT,RTK,3.1623,0.63913,0.035218,TNBC,#ca7832
BT549,Cediranib/AZD2171,VEGFR/cKIT,RTK,10.0,-0.13465,0.28924,TNBC,#ca7832
BT549,Cabozantinib,VEGFR2/MET,RTK,0.001,0.95509,0.0019436,TNBC,#ca7832
BT549,Cabozantinib,VEGFR2/MET,RTK,0.0031623000000000003,0.9754799999999999,-0.0038171,TNBC,#ca7832
BT549,Cabozantinib,VEGFR2/MET,RTK,0.01,0.99511,0.0079816,TNBC,#ca7832
BT549,Cabozantinib,VEGFR2/MET,RTK,0.031623000000000005,1.0228,0.0043859,TNBC,#ca7832
BT549,Cabozantinib,VEGFR2/MET,RTK,0.1,1.0427,0.00020308,TNBC,#ca7832
BT549,Cabozantinib,VEGFR2/MET,RTK,0.31623,1.0206,-0.0023575,TNBC,#ca7832
BT549,Cabozantinib,VEGFR2/MET,RTK,1.0,1.1199,-0.00012741,TNBC,#ca7832
BT549,Cabozantinib,VEGFR2/MET,RTK,3.1623,1.0517,-0.0072536,TNBC,#ca7832
BT549,Cabozantinib,VEGFR2/MET,RTK,10.0,0.53293,0.085846,TNBC,#ca7832
HCC38,Abemaciclib/LY2835219,CDK4/6,Cell cycle,0.001,0.91625,0.019039,TNBC,#ca7832
HCC38,Abemaciclib/LY2835219,CDK4/6,Cell cycle,0.0031623000000000003,0.8718100000000001,0.0082796,TNBC,#ca7832
HCC38,Abemaciclib/LY2835219,CDK4/6,Cell cycle,0.01,0.72824,0.030608,TNBC,#ca7832
HCC38,Abemaciclib/LY2835219,CDK4/6,Cell cycle,0.031623000000000005,0.44101,0.053308,TNBC,#ca7832
HCC38,Abemaciclib/LY2835219,CDK4/6,Cell cycle,0.1,0.27601,0.072724,TNBC,#ca7832
HCC38,Abemaciclib/LY2835219,CDK4/6,Cell cycle,0.31623,0.21941,0.063065,TNBC,#ca7832
HCC38,Abemaciclib/LY2835219,CDK4/6,Cell cycle,1.0,0.12295999999999999,0.0696,TNBC,#ca7832
HCC38,Abemaciclib/LY2835219,CDK4/6,Cell cycle,3.1623,-0.077474,0.10455999999999999,TNBC,#ca7832
HCC38,Abemaciclib/LY2835219,CDK4/6,Cell cycle,10.0,-0.3272,0.39776,TNBC,#ca7832
HCC38,Palbociclib/PD0332991,CDK4/6,Cell cycle,0.00031623,1.0439,0.0013020999999999998,TNBC,#ca7832
HCC38,Palbociclib/PD0332991,CDK4/6,Cell cycle,0.001,1.0604,0.0031089000000000004,TNBC,#ca7832
HCC38,Palbociclib/PD0332991,CDK4/6,Cell cycle,0.0031623000000000003,0.9367,0.008451799999999999,TNBC,#ca7832
HCC38,Palbociclib/PD0332991,CDK4/6,Cell cycle,0.01,0.8766,0.021278000000000002,TNBC,#ca7832
HCC38,Palbociclib/PD0332991,CDK4/6,Cell cycle,0.031623000000000005,0.60453,0.05154299999999999,TNBC,#ca7832
HCC38,Palbociclib/PD0332991,CDK4/6,Cell cycle,0.1,0.40326999999999996,0.06919700000000001,TNBC,#ca7832
HCC38,Palbociclib/PD0332991,CDK4/6,Cell cycle,0.31623,0.30766,0.064465,TNBC,#ca7832
HCC38,Palbociclib/PD0332991,CDK4/6,Cell cycle,1.0,0.2484,0.09055,TNBC,#ca7832
HCC38,Palbociclib/PD0332991,CDK4/6,Cell cycle,3.1623,0.14736,0.060057000000000006,TNBC,#ca7832
HCC38,AZD7762,CHK1/2,Cell cycle,0.001,1.084,0.02325,TNBC,#ca7832
HCC38,AZD7762,CHK1/2,Cell cycle,0.0031623000000000003,1.032,0.044479000000000005,TNBC,#ca7832
HCC38,AZD7762,CHK1/2,Cell cycle,0.01,0.40656,0.21821999999999997,TNBC,#ca7832
HCC38,AZD7762,CHK1/2,Cell cycle,0.031623000000000005,-0.0608,0.32083,TNBC,#ca7832
HCC38,AZD7762,CHK1/2,Cell cycle,0.1,-0.24666,0.42135,TNBC,#ca7832
HCC38,AZD7762,CHK1/2,Cell cycle,0.31623,-0.24231,0.38602,TNBC,#ca7832
HCC38,AZD7762,CHK1/2,Cell cycle,1.0,-0.29389,0.43876000000000004,TNBC,#ca7832
HCC38,AZD7762,CHK1/2,Cell cycle,3.1623,-0.30095,0.39632,TNBC,#ca7832
HCC38,AZD7762,CHK1/2,Cell cycle,10.0,-0.3341,0.40638,TNBC,#ca7832
HCC38,Volasertib/BI6727,PLK,Cell cycle,0.0001,0.99787,0.0034132,TNBC,#ca7832
HCC38,Volasertib/BI6727,PLK,Cell cycle,0.00031623,1.0791,0.0081783,TNBC,#ca7832
HCC38,Volasertib/BI6727,PLK,Cell cycle,0.001,1.1053,-0.006577199999999999,TNBC,#ca7832
HCC38,Volasertib/BI6727,PLK,Cell cycle,0.0031623000000000003,0.97882,0.024137,TNBC,#ca7832
HCC38,Volasertib/BI6727,PLK,Cell cycle,0.01,0.30330999999999997,0.19981,TNBC,#ca7832
HCC38,Volasertib/BI6727,PLK,Cell cycle,0.031623000000000005,-0.15164,0.38167,TNBC,#ca7832
HCC38,Volasertib/BI6727,PLK,Cell cycle,0.1,-0.21101,0.35627,TNBC,#ca7832
HCC38,Volasertib/BI6727,PLK,Cell cycle,0.31623,-0.18909,0.37951999999999997,TNBC,#ca7832
HCC38,Volasertib/BI6727,PLK,Cell cycle,1.0,-0.25983,0.40247,TNBC,#ca7832
HCC38,Dinaciclib/SCH727965,pan CDK,Cell cycle,0.0001,0.9911,-0.003885,TNBC,#ca7832
HCC38,Dinaciclib/SCH727965,pan CDK,Cell cycle,0.00031623,1.0566,-0.013038999999999999,TNBC,#ca7832
HCC38,Dinaciclib/SCH727965,pan CDK,Cell cycle,0.001,1.0562,-0.0117,TNBC,#ca7832
HCC38,Dinaciclib/SCH727965,pan CDK,Cell cycle,0.0031623000000000003,1.135,-0.012556,TNBC,#ca7832
HCC38,Dinaciclib/SCH727965,pan CDK,Cell cycle,0.01,0.75836,0.039471,TNBC,#ca7832
HCC38,Dinaciclib/SCH727965,pan CDK,Cell cycle,0.031623000000000005,-0.3744,0.44123999999999997,TNBC,#ca7832
HCC38,Dinaciclib/SCH727965,pan CDK,Cell cycle,0.1,-0.43921000000000004,0.5303,TNBC,#ca7832
HCC38,Dinaciclib/SCH727965,pan CDK,Cell cycle,0.31623,-0.42967,0.51188,TNBC,#ca7832
HCC38,Dinaciclib/SCH727965,pan CDK,Cell cycle,1.0,-0.44221000000000005,0.53508,TNBC,#ca7832
HCC38,Cisplatin,Chemo,Chemotherapy,0.0010833,1.0129,-0.009254799999999999,TNBC,#ca7832
HCC38,Cisplatin,Chemo,Chemotherapy,0.0033333,1.0467,-0.0099334,TNBC,#ca7832
HCC38,Cisplatin,Chemo,Chemotherapy,0.01,1.0111,-0.0041193,TNBC,#ca7832
HCC38,Cisplatin,Chemo,Chemotherapy,0.031667,1.0176,-0.0030559000000000003,TNBC,#ca7832
HCC38,Cisplatin,Chemo,Chemotherapy,0.1,0.9943299999999999,0.0054128,TNBC,#ca7832
HCC38,Cisplatin,Chemo,Chemotherapy,0.31623,0.85756,0.072047,TNBC,#ca7832
HCC38,Cisplatin,Chemo,Chemotherapy,1.0,0.47629,0.19058,TNBC,#ca7832
HCC38,Cisplatin,Chemo,Chemotherapy,3.1623,0.1078,0.36522,TNBC,#ca7832
HCC38,Cisplatin,Chemo,Chemotherapy,10.0,-0.10313,0.38118,TNBC,#ca7832
HCC38,Doxorubicin,Chemo,Chemotherapy,0.00031623,1.0083,0.005578199999999999,TNBC,#ca7832
HCC38,Doxorubicin,Chemo,Chemotherapy,0.001,0.9734700000000001,0.013211,TNBC,#ca7832
HCC38,Doxorubicin,Chemo,Chemotherapy,0.0031623000000000003,0.9101,0.03096,TNBC,#ca7832
HCC38,Doxorubicin,Chemo,Chemotherapy,0.01,0.45738,0.19501,TNBC,#ca7832
HCC38,Doxorubicin,Chemo,Chemotherapy,0.031623000000000005,-0.061663,0.3378,TNBC,#ca7832
HCC38,Doxorubicin,Chemo,Chemotherapy,0.1,-0.17682,0.41363999999999995,TNBC,#ca7832
HCC38,Doxorubicin,Chemo,Chemotherapy,0.31623,-0.25883,0.44018999999999997,TNBC,#ca7832
HCC38,Doxorubicin,Chemo,Chemotherapy,1.0,-0.40609,0.5571699999999999,TNBC,#ca7832
HCC38,Doxorubicin,Chemo,Chemotherapy,3.1623,-0.3683,0.59119,TNBC,#ca7832
HCC38,Paclitaxel,Chemo,Chemotherapy,0.0001,0.9325,0.023666999999999997,TNBC,#ca7832
HCC38,Paclitaxel,Chemo,Chemotherapy,0.00031623,1.0364,0.016839,TNBC,#ca7832
HCC38,Paclitaxel,Chemo,Chemotherapy,0.001,0.72197,0.11105,TNBC,#ca7832
HCC38,Paclitaxel,Chemo,Chemotherapy,0.0031623000000000003,0.0089157,0.34722,TNBC,#ca7832
HCC38,Paclitaxel,Chemo,Chemotherapy,0.01,-0.17309000000000002,0.40043,TNBC,#ca7832
HCC38,Paclitaxel,Chemo,Chemotherapy,0.031623000000000005,-0.20765,0.3766,TNBC,#ca7832
HCC38,Paclitaxel,Chemo,Chemotherapy,0.1,-0.24020999999999998,0.41561000000000003,TNBC,#ca7832
HCC38,Paclitaxel,Chemo,Chemotherapy,0.31623,-0.20455,0.35151,TNBC,#ca7832
HCC38,Paclitaxel,Chemo,Chemotherapy,1.0,-0.30778,0.43898000000000004,TNBC,#ca7832
HCC38,Topotecan,Topo I,Chemotherapy,0.0010833,0.93235,0.011340000000000001,TNBC,#ca7832
HCC38,Topotecan,Topo I,Chemotherapy,0.0033333,0.81499,0.043729000000000004,TNBC,#ca7832
HCC38,Topotecan,Topo I,Chemotherapy,0.01,0.25532,0.34106,TNBC,#ca7832
HCC38,Topotecan,Topo I,Chemotherapy,0.031667,-0.10162,0.46193,TNBC,#ca7832
HCC38,Topotecan,Topo I,Chemotherapy,0.1,-0.3243,0.5012800000000001,TNBC,#ca7832
HCC38,Topotecan,Topo I,Chemotherapy,0.31623,-0.44228,0.54315,TNBC,#ca7832
HCC38,Topotecan,Topo I,Chemotherapy,1.0,-0.45338,0.56152,TNBC,#ca7832
HCC38,Topotecan,Topo I,Chemotherapy,3.1623,-0.49201999999999996,0.5692699999999999,TNBC,#ca7832
HCC38,Topotecan,Topo I,Chemotherapy,10.0,-0.5040600000000001,0.48055,TNBC,#ca7832
HCC38,Etoposide,Topo II,Chemotherapy,0.0010833,0.9819399999999999,-0.011027,TNBC,#ca7832
HCC38,Etoposide,Topo II,Chemotherapy,0.0033333,1.028,4.9242e-05,TNBC,#ca7832
HCC38,Etoposide,Topo II,Chemotherapy,0.01,1.0181,-0.003563,TNBC,#ca7832
HCC38,Etoposide,Topo II,Chemotherapy,0.031667,1.0149,0.0026414000000000003,TNBC,#ca7832
HCC38,Etoposide,Topo II,Chemotherapy,0.1,0.88251,0.045339,TNBC,#ca7832
HCC38,Etoposide,Topo II,Chemotherapy,0.31623,0.5167,0.19029000000000001,TNBC,#ca7832
HCC38,Etoposide,Topo II,Chemotherapy,1.0,-0.034364,0.40473000000000003,TNBC,#ca7832
HCC38,Etoposide,Topo II,Chemotherapy,3.1623,-0.26798,0.54901,TNBC,#ca7832
HCC38,Etoposide,Topo II,Chemotherapy,10.0,-0.42421000000000003,0.52454,TNBC,#ca7832
HCC38,Dasatinib,BCR/ABL,MAPK/nRTK,0.001,0.9961399999999999,0.0017798999999999998,TNBC,#ca7832
HCC38,Dasatinib,BCR/ABL,MAPK/nRTK,0.0031623000000000003,0.95181,0.0031641,TNBC,#ca7832
HCC38,Dasatinib,BCR/ABL,MAPK/nRTK,0.01,0.9772200000000001,-0.008278,TNBC,#ca7832
HCC38,Dasatinib,BCR/ABL,MAPK/nRTK,0.031623000000000005,0.9815799999999999,0.022633,TNBC,#ca7832
HCC38,Dasatinib,BCR/ABL,MAPK/nRTK,0.1,0.9535899999999999,0.0070317999999999995,TNBC,#ca7832
HCC38,Dasatinib,BCR/ABL,MAPK/nRTK,0.31623,0.8633,0.020225999999999997,TNBC,#ca7832
HCC38,Dasatinib,BCR/ABL,MAPK/nRTK,1.0,0.75092,0.03166,TNBC,#ca7832
HCC38,Dasatinib,BCR/ABL,MAPK/nRTK,3.1623,0.6952699999999999,0.057946000000000004,TNBC,#ca7832
HCC38,Dasatinib,BCR/ABL,MAPK/nRTK,10.0,0.33223,0.19211,TNBC,#ca7832
HCC38,Trametinib/GSK1120212,MEK,MAPK/nRTK,0.0001,1.0518,-0.0038746,TNBC,#ca7832
HCC38,Trametinib/GSK1120212,MEK,MAPK/nRTK,0.00031623,0.9620200000000001,0.019229,TNBC,#ca7832
HCC38,Trametinib/GSK1120212,MEK,MAPK/nRTK,0.001,1.0001,-0.0054131,TNBC,#ca7832
HCC38,Trametinib/GSK1120212,MEK,MAPK/nRTK,0.0031623000000000003,0.9484,0.014286000000000002,TNBC,#ca7832
HCC38,Trametinib/GSK1120212,MEK,MAPK/nRTK,0.01,0.9281299999999999,0.0093994,TNBC,#ca7832
HCC38,Trametinib/GSK1120212,MEK,MAPK/nRTK,0.031623000000000005,0.8143,0.018504,TNBC,#ca7832
HCC38,Trametinib/GSK1120212,MEK,MAPK/nRTK,0.1,0.6078100000000001,0.020966,TNBC,#ca7832
HCC38,Trametinib/GSK1120212,MEK,MAPK/nRTK,0.31623,0.4612,0.058034,TNBC,#ca7832
HCC38,Trametinib/GSK1120212,MEK,MAPK/nRTK,1.0,0.18538,0.079697,TNBC,#ca7832
HCC38,Saracatinib/AZD0530,SRC,MAPK/nRTK,0.001,1.0171,0.010797,TNBC,#ca7832
HCC38,Saracatinib/AZD0530,SRC,MAPK/nRTK,0.0031623000000000003,1.0413,0.0075588999999999995,TNBC,#ca7832
HCC38,Saracatinib/AZD0530,SRC,MAPK/nRTK,0.01,0.9751200000000001,0.018809,TNBC,#ca7832
HCC38,Saracatinib/AZD0530,SRC,MAPK/nRTK,0.031623000000000005,0.96885,0.0023996,TNBC,#ca7832
HCC38,Saracatinib/AZD0530,SRC,MAPK/nRTK,0.1,0.8956,0.016968,TNBC,#ca7832
HCC38,Saracatinib/AZD0530,SRC,MAPK/nRTK,0.31623,0.92063,-0.0014060000000000001,TNBC,#ca7832
HCC38,Saracatinib/AZD0530,SRC,MAPK/nRTK,1.0,0.80019,0.023781,TNBC,#ca7832
HCC38,Saracatinib/AZD0530,SRC,MAPK/nRTK,3.1623,0.7723399999999999,0.011518,TNBC,#ca7832
HCC38,Saracatinib/AZD0530,SRC,MAPK/nRTK,10.0,0.6139399999999999,0.055616,TNBC,#ca7832
HCC38,ABT-737,Bcl2/XL,Misc,0.001,1.0325,0.0050505,TNBC,#ca7832
HCC38,ABT-737,Bcl2/XL,Misc,0.0031623000000000003,1.0232,0.009959200000000001,TNBC,#ca7832
HCC38,ABT-737,Bcl2/XL,Misc,0.01,1.0195,0.0057023,TNBC,#ca7832
HCC38,ABT-737,Bcl2/XL,Misc,0.031623000000000005,1.0226,0.0060833,TNBC,#ca7832
HCC38,ABT-737,Bcl2/XL,Misc,0.1,0.9438,0.025368,TNBC,#ca7832
HCC38,ABT-737,Bcl2/XL,Misc,0.31623,0.7851600000000001,0.071286,TNBC,#ca7832
HCC38,ABT-737,Bcl2/XL,Misc,1.0,0.46666,0.12982,TNBC,#ca7832
HCC38,ABT-737,Bcl2/XL,Misc,3.1623,0.063216,0.22528,TNBC,#ca7832
HCC38,ABT-737,Bcl2/XL,Misc,10.0,-0.42086,0.42152,TNBC,#ca7832
HCC38,Vorinostat,HDAC,Misc,0.001,1.087,-0.012562,TNBC,#ca7832
HCC38,Vorinostat,HDAC,Misc,0.0031623000000000003,1.02,0.012659,TNBC,#ca7832
HCC38,Vorinostat,HDAC,Misc,0.01,1.0854,-0.0043735,TNBC,#ca7832
HCC38,Vorinostat,HDAC,Misc,0.031623000000000005,0.99144,0.01805,TNBC,#ca7832
HCC38,Vorinostat,HDAC,Misc,0.1,0.96449,0.016274,TNBC,#ca7832
HCC38,Vorinostat,HDAC,Misc,0.31623,0.86419,0.052833000000000005,TNBC,#ca7832
HCC38,Vorinostat,HDAC,Misc,1.0,0.49396,0.14987999999999999,TNBC,#ca7832
HCC38,Vorinostat,HDAC,Misc,3.1623,-0.09375,0.40719,TNBC,#ca7832
HCC38,Vorinostat,HDAC,Misc,10.0,-0.28511,0.46435,TNBC,#ca7832
HCC38,Luminespib/NVP-AUY922,HSP90,Misc,0.0001,1.0071,0.010966,TNBC,#ca7832
HCC38,Luminespib/NVP-AUY922,HSP90,Misc,0.00031623,1.0016,-0.0021384,TNBC,#ca7832
HCC38,Luminespib/NVP-AUY922,HSP90,Misc,0.001,1.082,-0.0020109999999999998,TNBC,#ca7832
HCC38,Luminespib/NVP-AUY922,HSP90,Misc,0.0031623000000000003,1.0611,-0.013041,TNBC,#ca7832
HCC38,Luminespib/NVP-AUY922,HSP90,Misc,0.01,0.043136,0.23355,TNBC,#ca7832
HCC38,Luminespib/NVP-AUY922,HSP90,Misc,0.031623000000000005,-0.18636,0.34991,TNBC,#ca7832
HCC38,Luminespib/NVP-AUY922,HSP90,Misc,0.1,-0.1875,0.38381,TNBC,#ca7832
HCC38,Luminespib/NVP-AUY922,HSP90,Misc,0.31623,-0.20629,0.36564,TNBC,#ca7832
HCC38,Luminespib/NVP-AUY922,HSP90,Misc,1.0,-0.20873000000000003,0.40628000000000003,TNBC,#ca7832
HCC38,A-1210477,Mcl-1,Misc,0.001,1.0086,0.012781,TNBC,#ca7832
HCC38,A-1210477,Mcl-1,Misc,0.0031623000000000003,1.0029,0.0056459,TNBC,#ca7832
HCC38,A-1210477,Mcl-1,Misc,0.01,0.98485,0.014747,TNBC,#ca7832
HCC38,A-1210477,Mcl-1,Misc,0.031623000000000005,0.9782799999999999,-0.007046200000000001,TNBC,#ca7832
HCC38,A-1210477,Mcl-1,Misc,0.1,0.95499,0.0080866,TNBC,#ca7832
HCC38,A-1210477,Mcl-1,Misc,0.31623,0.96615,-0.0012442,TNBC,#ca7832
HCC38,A-1210477,Mcl-1,Misc,1.0,1.0234,-0.004705699999999999,TNBC,#ca7832
HCC38,A-1210477,Mcl-1,Misc,3.1623,1.021,-0.005518600000000001,TNBC,#ca7832
HCC38,A-1210477,Mcl-1,Misc,10.0,0.8870299999999999,0.0064051,TNBC,#ca7832
HCC38,Olaparib/AZD2281,PARP,Misc,0.001,1.0189,-0.0013812000000000002,TNBC,#ca7832
HCC38,Olaparib/AZD2281,PARP,Misc,0.0031623000000000003,0.9603,0.0088425,TNBC,#ca7832
HCC38,Olaparib/AZD2281,PARP,Misc,0.01,1.0407,-0.00045216,TNBC,#ca7832
HCC38,Olaparib/AZD2281,PARP,Misc,0.031623000000000005,1.0306,0.021081,TNBC,#ca7832
HCC38,Olaparib/AZD2281,PARP,Misc,0.1,1.0017,-0.0027167,TNBC,#ca7832
HCC38,Olaparib/AZD2281,PARP,Misc,0.31623,0.96898,0.012148,TNBC,#ca7832
HCC38,Olaparib/AZD2281,PARP,Misc,1.0,0.8926,0.0098293,TNBC,#ca7832
HCC38,Olaparib/AZD2281,PARP,Misc,3.1623,0.80775,0.039885000000000004,TNBC,#ca7832
HCC38,Olaparib/AZD2281,PARP,Misc,10.0,0.42543000000000003,0.12004000000000001,TNBC,#ca7832
HCC38,Bleomycin,Radiation,Misc,0.0010833,1.0407,-0.0055317,TNBC,#ca7832
HCC38,Bleomycin,Radiation,Misc,0.0033333,1.0376,-0.011603,TNBC,#ca7832
HCC38,Bleomycin,Radiation,Misc,0.01,0.9403,0.015972,TNBC,#ca7832
HCC38,Bleomycin,Radiation,Misc,0.031667,0.90217,0.043884,TNBC,#ca7832
HCC38,Bleomycin,Radiation,Misc,0.1,0.72436,0.09734,TNBC,#ca7832
HCC38,Bleomycin,Radiation,Misc,0.31623,0.33448,0.28218000000000004,TNBC,#ca7832
HCC38,Bleomycin,Radiation,Misc,1.0,-0.039632,0.38140999999999997,TNBC,#ca7832
HCC38,Bleomycin,Radiation,Misc,3.1623,-0.15148,0.43601,TNBC,#ca7832
HCC38,Bleomycin,Radiation,Misc,10.0,-0.23181,0.4664,TNBC,#ca7832
HCC38,Ipatasertib/GDC0068,AKT,PI3K/mTOR,0.001,0.99615,0.00012518,TNBC,#ca7832
HCC38,Ipatasertib/GDC0068,AKT,PI3K/mTOR,0.0031623000000000003,1.0489,0.008104,TNBC,#ca7832
HCC38,Ipatasertib/GDC0068,AKT,PI3K/mTOR,0.01,0.99546,0.00045706,TNBC,#ca7832
HCC38,Ipatasertib/GDC0068,AKT,PI3K/mTOR,0.031623000000000005,0.9384600000000001,0.021615000000000002,TNBC,#ca7832
HCC38,Ipatasertib/GDC0068,AKT,PI3K/mTOR,0.1,0.9254899999999999,0.0022433,TNBC,#ca7832
HCC38,Ipatasertib/GDC0068,AKT,PI3K/mTOR,0.31623,0.8253799999999999,0.021002,TNBC,#ca7832
HCC38,Ipatasertib/GDC0068,AKT,PI3K/mTOR,1.0,0.7296,0.0098662,TNBC,#ca7832
HCC38,Ipatasertib/GDC0068,AKT,PI3K/mTOR,3.1623,0.70545,0.017727,TNBC,#ca7832
HCC38,Ipatasertib/GDC0068,AKT,PI3K/mTOR,10.0,0.70611,0.0015635,TNBC,#ca7832
HCC38,Alpelisib/BYL719,PI3Ka,PI3K/mTOR,0.001,0.9626100000000001,0.0085906,TNBC,#ca7832
HCC38,Alpelisib/BYL719,PI3Ka,PI3K/mTOR,0.0031623000000000003,1.0358,0.018014,TNBC,#ca7832
HCC38,Alpelisib/BYL719,PI3Ka,PI3K/mTOR,0.01,1.0893,-0.007017100000000001,TNBC,#ca7832
HCC38,Alpelisib/BYL719,PI3Ka,PI3K/mTOR,0.031623000000000005,1.0314,-0.0013917,TNBC,#ca7832
HCC38,Alpelisib/BYL719,PI3Ka,PI3K/mTOR,0.1,0.97993,0.015262999999999999,TNBC,#ca7832
HCC38,Alpelisib/BYL719,PI3Ka,PI3K/mTOR,0.31623,0.9574,0.010140999999999999,TNBC,#ca7832
HCC38,Alpelisib/BYL719,PI3Ka,PI3K/mTOR,1.0,0.90118,-0.0013017999999999999,TNBC,#ca7832
HCC38,Alpelisib/BYL719,PI3Ka,PI3K/mTOR,3.1623,0.87071,0.01923,TNBC,#ca7832
HCC38,Alpelisib/BYL719,PI3Ka,PI3K/mTOR,10.0,0.68009,0.021504,TNBC,#ca7832
HCC38,Taselisib/GDC0032,"PI3Ka, g, d",PI3K/mTOR,0.001,0.99766,0.0055911,TNBC,#ca7832
HCC38,Taselisib/GDC0032,"PI3Ka, g, d",PI3K/mTOR,0.0031623000000000003,1.003,0.022769,TNBC,#ca7832
HCC38,Taselisib/GDC0032,"PI3Ka, g, d",PI3K/mTOR,0.01,0.9469200000000001,0.013940000000000001,TNBC,#ca7832
HCC38,Taselisib/GDC0032,"PI3Ka, g, d",PI3K/mTOR,0.031623000000000005,0.98472,0.015309,TNBC,#ca7832
HCC38,Taselisib/GDC0032,"PI3Ka, g, d",PI3K/mTOR,0.1,0.8493299999999999,0.0084975,TNBC,#ca7832
HCC38,Taselisib/GDC0032,"PI3Ka, g, d",PI3K/mTOR,0.31623,0.8062699999999999,0.017922,TNBC,#ca7832
HCC38,Taselisib/GDC0032,"PI3Ka, g, d",PI3K/mTOR,1.0,0.73539,0.0076787999999999995,TNBC,#ca7832
HCC38,Taselisib/GDC0032,"PI3Ka, g, d",PI3K/mTOR,3.1623,0.52978,0.033001,TNBC,#ca7832
HCC38,Taselisib/GDC0032,"PI3Ka, g, d",PI3K/mTOR,10.0,0.062843,0.0991,TNBC,#ca7832
HCC38,TGX221,PI3Kb,PI3K/mTOR,0.001,1.0501,0.015875999999999998,TNBC,#ca7832
HCC38,TGX221,PI3Kb,PI3K/mTOR,0.0031623000000000003,1.0193,-0.0022019,TNBC,#ca7832
HCC38,TGX221,PI3Kb,PI3K/mTOR,0.01,1.0475,-0.0053073999999999994,TNBC,#ca7832
HCC38,TGX221,PI3Kb,PI3K/mTOR,0.031623000000000005,1.0159,0.004673600000000001,TNBC,#ca7832
HCC38,TGX221,PI3Kb,PI3K/mTOR,0.1,1.0321,0.00924,TNBC,#ca7832
HCC38,TGX221,PI3Kb,PI3K/mTOR,0.31623,1.0777,-0.011572,TNBC,#ca7832
HCC38,TGX221,PI3Kb,PI3K/mTOR,1.0,1.0647,0.0058162,TNBC,#ca7832
HCC38,TGX221,PI3Kb,PI3K/mTOR,3.1623,0.9813799999999999,-0.011909999999999999,TNBC,#ca7832
HCC38,TGX221,PI3Kb,PI3K/mTOR,10.0,0.9515399999999999,0.0069178,TNBC,#ca7832
HCC38,Torin2,mTOR/ATM/ATR,PI3K/mTOR,0.0001,1.002,0.017863,TNBC,#ca7832
